prompt,label
"Context: An element of amusement was added, however, by Jarvis's astonishing behaviour. Having totally ignored Bambi himself, it distressed him to think of any other man being attracted by her.
Question: Who ignored Bambi and how did they feel about another man noticing her?
Answer: Jarvis had ignored her, but didn't like another man being attracted to her",1
"Context: An element of amusement was added, however, by Jarvis's astonishing behaviour. Having totally ignored Bambi himself, it distressed him to think of any other man being attracted by her.
Question: Who ignored Bambi and how did they feel about another man noticing her?
Answer: Mr strong",1
"Context: An element of amusement was added, however, by Jarvis's astonishing behaviour. Having totally ignored Bambi himself, it distressed him to think of any other man being attracted by her.
Question: Who ignored Bambi and how did they feel about another man noticing her?
Answer: Distressed",1
"Context: An element of amusement was added, however, by Jarvis's astonishing behaviour. Having totally ignored Bambi himself, it distressed him to think of any other man being attracted by her.
Question: Who ignored Bambi and how did they feel about another man noticing her?
Answer: Mr. Strong,attraction",1
"Context: An element of amusement was added, however, by Jarvis's astonishing behaviour. Having totally ignored Bambi himself, it distressed him to think of any other man being attracted by her.
Question: Who ignored Bambi and how did they feel about another man noticing her?
Answer: Another man, dislike",0
"Context: An element of amusement was added, however, by Jarvis's astonishing behaviour. Having totally ignored Bambi himself, it distressed him to think of any other man being attracted by her.
Question: Who ignored Bambi and how did they feel about another man noticing her?
Answer: Bambi",0
"Context: An observer familiar with the reconfiguration debate who requested anonymity wondered why Dudovitz had not spent more time mending fences. "" He ought to be bending over backwards for reconciliation, but if you want to do impact work and people in the San Gabriel Valley want direct services, you have to accommodate that or change your approach,"" the observer said.
Question: An observer stated :"" He ought to be bending over backwards for reconciliation."" Who is the observer referring to?
Answer: Neal Dudovitz",1
"Context: An observer familiar with the reconfiguration debate who requested anonymity wondered why Dudovitz had not spent more time mending fences. "" He ought to be bending over backwards for reconciliation, but if you want to do impact work and people in the San Gabriel Valley want direct services, you have to accommodate that or change your approach,"" the observer said.
Question: An observer stated :"" He ought to be bending over backwards for reconciliation."" Who is the observer referring to?
Answer: John Peck",0
"Context: An observer familiar with the reconfiguration debate who requested anonymity wondered why Dudovitz had not spent more time mending fences. "" He ought to be bending over backwards for reconciliation, but if you want to do impact work and people in the San Gabriel Valley want direct services, you have to accommodate that or change your approach,"" the observer said.
Question: An observer stated :"" He ought to be bending over backwards for reconciliation."" Who is the observer referring to?
Answer: Dudovitz",1
"Context: An observer familiar with the reconfiguration debate who requested anonymity wondered why Dudovitz had not spent more time mending fences. "" He ought to be bending over backwards for reconciliation, but if you want to do impact work and people in the San Gabriel Valley want direct services, you have to accommodate that or change your approach,"" the observer said.
Question: An observer stated :"" He ought to be bending over backwards for reconciliation."" Who is the observer referring to?
Answer: Peck",0
"Context: An observer familiar with the reconfiguration debate who requested anonymity wondered why Dudovitz had not spent more time mending fences. "" He ought to be bending over backwards for reconciliation, but if you want to do impact work and people in the San Gabriel Valley want direct services, you have to accommodate that or change your approach,"" the observer said.
Question: An observer stated :"" He ought to be bending over backwards for reconciliation."" Who is the observer referring to?
Answer: Neal",1
